name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2007-02-12T12:00:00,11.3,11.3,4.2,61.62,0,0,,,,72.4,32.2,237,994.3,89.2,15.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T13:00:00,11.3,11.3,3.5,58.79,0,0,,,,65.8,26.3,238,994.3,97.4,15.2,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T14:00:00,11.5,11.5,3.7,58.52,0,0,,,,73.4,26.2,221,994.2,90,15.5,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T15:00:00,11.6,11.6,4.1,60.11,0,0,,,,72.4,29.3,222,994.3,90,14.1,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T16:00:00,11,11,3.4,59.57,0,0,,,,76.6,34.7,239,994.6,97.4,13.9,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T17:00:00,9.7,6.3,5.4,74.48,0.26,100,rain,,,73.4,28.3,242,995.6,98.1,12.2,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T18:00:00,9.4,6.2,4.5,71.52,0.31,100,rain,,,69.7,24.9,257,996.2,91.5,16.9,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T19:00:00,9.1,5.6,4.1,71.22,0,0,,,,56.9,26.9,240,997.3,90,25.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T20:00:00,9.2,5.5,4.1,70.4,0,0,,,,64.8,30,240,998.6,93.1,46.8,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T21:00:00,9.1,5.5,4.4,72.41,0.029,100,rain,,,57.6,28,241,999.7,90,29.5,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T22:00:00,8.2,5.1,5.5,82.98,0,0,,,,57.1,21.1,250,1000.7,90,19.8,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-12T23:00:00,8.1,4.7,5.2,81.68,0.099,100,rain,,,57.6,23.1,242,1002.4,91.4,27.6,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T00:00:00,8.3,4.9,4.8,78.5,0.292,100,rain,,,46.4,23.6,251,1003.8,78.7,29.5,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T01:00:00,8.8,5.9,5.1,77.54,0,0,,,,45.4,19.9,249,1004.8,91.4,27.6,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T02:00:00,8.5,5.6,5.2,79.65,0.193,100,rain,,,42.5,19.5,258,1005.7,90,23,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07150099999"
paris,2007-02-13T03:00:00,8.7,6.1,5.1,78.18,0.225,100,rain,,,38.9,16.6,267,1006.7,73.6,23.3,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07150099999"
paris,2007-02-13T04:00:00,8.7,5.4,4.3,73.76,0,0,,,,52.9,23.2,268,1006.7,66.4,30,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-02-13T05:00:00,8.4,5.8,4.1,73.89,0,0,,,,42.5,16.8,259,1007.7,90,26.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
paris,2007-02-13T06:00:00,8.2,5.5,4.3,76.49,0,0,,,,46.4,16.7,259,1009.1,67.8,14.4,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T07:00:00,8.1,5.5,4.2,76.36,0,0,,,,38.7,15.8,255,1009.5,90,13.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T08:00:00,8.3,5.4,4,74.74,0,0,,,,37.8,18.3,256,1010.4,97.1,12.9,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T09:00:00,7.8,5.2,3.8,75.92,0,0,,,,38.1,15.3,256,1011.2,57.5,14.1,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T10:00:00,8.3,5.3,3.1,69.57,0,0,,,,34.6,19.7,256,1012.9,79.4,14.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T11:00:00,8.9,5.7,3.8,70.52,0,0,,,,42.2,22.7,243,1012.9,90,14.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T12:00:00,9.4,6.6,3.9,68.33,0,0,,,,38.9,20.5,257,1013.2,90,14.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T13:00:00,9.9,7.7,2.6,60.49,0,0,,,,31.9,16.3,240,1012.9,81.9,18,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T14:00:00,10.5,10.5,2,55.44,0,0,,,,32,17,241,1012.9,90,15,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T15:00:00,10.6,10.6,2.5,57.35,0,0,,,,35.6,19.1,230,1012.9,90,16.3,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T16:00:00,10.2,10.2,2.4,58.44,0,0,,,,36,15.3,220,1012.9,90,15.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T17:00:00,10,10,2.9,61.11,0,0,,,,31.5,15.3,201,1012.6,90,15.8,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T18:00:00,9.4,7.6,3.2,65.28,0,0,,,,25.9,12.1,198,1011.9,90,24.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T19:00:00,9.2,7.4,3.5,67.63,0,0,,,,22.4,11.4,190,1012.3,49.6,30.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T20:00:00,8.7,6.7,3.8,71.4,0,0,,,,18.4,12.4,170,1011.1,52.4,31.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T21:00:00,8.3,6.2,3.4,71.37,0,0,,,,,12.8,170,1010.8,61.3,30.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T22:00:00,8.6,6.9,3.2,68.84,0,0,,,,23.9,10.1,169,1010.2,64.6,25.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-13T23:00:00,8.8,6.3,3.3,68.41,0,0,,,,31.7,16.2,176,1009.4,78.7,24.9,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T00:00:00,8.7,6.2,2.9,66.76,0,0,,,,29.5,16.2,169,1008.4,77.8,19.8,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T01:00:00,8,5.4,3.8,74.64,0,0,,,,31.7,15.6,161,1007.1,77.8,22.1,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T02:00:00,8,5.8,3.5,73.36,0.015,100,rain,,,29.5,12.9,157,1006.1,64.6,18.8,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T03:00:00,8.1,5.5,3.3,71.74,0.016,100,rain,,,31.7,16,167,1004.9,97.3,14.3,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T04:00:00,6.9,3.7,4.6,85.14,0,0,,,,34.8,18.2,166,1003.1,100,13.2,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T05:00:00,6.6,2.9,4.9,89.13,0.956,100,rain,,,29.5,21.2,168,1002.3,100,10.3,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T06:00:00,6.6,3.6,5.2,90.98,1.059,100,rain,,,34.8,15.3,160,1001,100,7.9,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T07:00:00,6.8,3.5,5.7,92.53,0,0,,,,34.9,19.2,168,1000,99.3,8.6,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T08:00:00,7.3,3.8,6.2,92.65,0.986,100,rain,,,34.8,22,169,999,98.9,8.4,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T09:00:00,7.8,4.8,6.7,92.68,0.845,100,rain,,,38.3,18.4,179,998.9,100,8.2,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T10:00:00,8.4,5.7,7.5,94.6,0.461,100,rain,,,35.5,16.3,180,998.3,100,5.9,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T11:00:00,9.2,6.7,8.2,93.53,1.849,100,rain,,,31.7,16.5,181,998,100,6.8,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T12:00:00,9.9,7.6,8.9,93.57,1.073,100,rain,,,32,16.7,182,998,100,7.3,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T13:00:00,10.6,10.6,9.5,92.7,3.139,100,rain,,,44.8,19.1,191,997.7,100,7.7,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T14:00:00,10.9,10.9,9.8,92.71,0.963,100,rain,,,35.3,15.8,193,997.4,100,7.2,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T15:00:00,11.1,11.1,9.8,92.09,0.206,100,rain,,,31.7,15.4,211,998,100,7.5,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T16:00:00,10,10,8.1,87.97,0,0,,,,67.8,28,320,999.4,100,7.6,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T17:00:00,9.2,6.1,6.9,85.27,0.208,100,rain,,,57.9,24.1,338,1001.7,99.3,14.5,,,,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T18:00:00,9.4,6.3,6.7,83.14,0,0,,,,50,22.9,319,1004.2,95.8,17.1,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T19:00:00,9.2,6,5.7,78.84,0.19,100,rain,,,52.6,23.7,317,1007.5,73.1,27.3,,,,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T20:00:00,9,5.5,5.3,77.34,0,0,,,,50,27.2,308,1010.5,96.9,25.4,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T21:00:00,8.6,5.3,4.4,74.85,0,0,,,,57.6,23.4,309,1012.6,92.7,24.5,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T22:00:00,7.9,5.2,3.7,75.13,0,0,,,,50.5,15.6,307,1013,33.8,22.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-14T23:00:00,7.3,4.4,3.3,75.36,0,0,,,,25.9,17.1,307,1014.9,22.2,22.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T00:00:00,6.8,4,2.7,75.22,0,0,,,,29.5,14.8,306,1016,0,22.6,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T01:00:00,6.2,3.9,2.3,76.27,0,0,,,,31.9,11.2,294,1018,0,21.2,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T02:00:00,5.5,3.7,2.3,79.65,0,0,,,,18.4,8.1,295,1019,31.1,23.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T03:00:00,5,4,1.8,80.19,0,0,,,,14.8,5.3,268,1020,31.1,21.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T04:00:00,3.9,1.9,1.8,86.01,0,0,,,,14.9,8.1,262,1021.3,5.6,12.6,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T05:00:00,3.2,3.2,1.8,90.01,0,0,,,,,3.7,208,1021.7,19.6,8.3,,,,,Clear,clear-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T06:00:00,3,3,1.8,91.93,0,0,,,,,3.9,213,1022,32.9,7.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T07:00:00,2.6,2.6,1.7,93.73,0,0,,,,10.8,3.8,193,1022.7,31.2,6.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T08:00:00,2.5,0.6,1.7,94.46,0,0,,,,14.4,6.9,178,1022.6,14.7,6.2,,,,,Clear,clear-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T09:00:00,2.8,1,2,94.02,0,0,,,,14.4,6.7,169,1023,27,7.5,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T10:00:00,4.6,3,3.1,90.07,0,0,,,,13.9,6.7,164,1023.6,33.2,10.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T11:00:00,7,4.3,3.7,79.64,0,0,,,,28.9,14.8,167,1023.3,44.1,11.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T12:00:00,8.6,5.9,2.7,66.7,0,0,,,,29.7,17.1,161,1023,46.1,12.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T13:00:00,9.5,6.9,1.9,58.86,0,0,,,,37.7,19.1,187,1023,46.4,13.3,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T14:00:00,10.2,10.2,2.1,57.02,0,0,,,,35.3,19.1,161,1022,44.5,13.9,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T15:00:00,10.1,10.1,1.9,56.67,0,0,,,,31.5,15.9,154,1021.6,46.5,13.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T16:00:00,9.9,7.8,2.6,60.31,0,0,,,,31.3,15.7,149,1020.6,47.4,14,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T17:00:00,10,8.5,2.5,59.67,0,0,,,,25.9,10.4,149,1020.6,85.8,17.7,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T18:00:00,9,7.1,3,65.97,0,0,,,,29.5,12.1,132,1020,76.5,24.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T19:00:00,7.9,5.9,3.3,72.86,0,0,,,,22.4,11.3,136,1020.6,43.1,19.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T20:00:00,7.5,4.9,2.8,71.69,0,0,,,,14.8,14.7,135,1020.3,40.4,19.1,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T21:00:00,7.5,5.1,2.7,71.91,0,0,,,,22.3,12.6,136,1019.6,23.3,21.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T22:00:00,7.2,5.3,2.7,73.07,0,0,,,,26,10.2,137,1019,23.3,19.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-15T23:00:00,6.4,4,2.3,74.63,0,0,,,,25.9,11.9,138,1018.6,23.3,18.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T00:00:00,6.2,3.7,2.2,75.51,0,0,,,,18.4,12.1,119,1017.5,28.7,18.4,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T01:00:00,5.7,2.6,1.9,76.85,0,0,,,,28.1,14.9,143,1016.9,28.7,18.2,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T02:00:00,5,1.8,1.6,78.77,0,0,,,,18.4,14.9,142,1016.7,47.4,23.1,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T03:00:00,4.4,1.3,0.8,77.39,0,0,,,,,13.7,132,1016.7,42.7,23.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T04:00:00,4.2,2,0.3,76.05,0,0,,,,21.8,8.7,121,1015.9,28.7,17.8,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T05:00:00,3.8,1,0.3,77.65,0,0,,,,11.2,11.2,123,1015.5,28.7,18.8,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T06:00:00,3.6,0.2,0.2,78.4,0,0,,,,25.3,14,140,1014.9,68.1,11.8,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T07:00:00,3,-0.3,0.2,81.94,0,0,,,,18.3,12.9,113,1014.5,52.4,17.4,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07146099999,07147099999,07150099999"
paris,2007-02-16T08:00:00,3.4,0,0.2,79.58,0,0,,,,24.6,14.1,132,1014.5,50.3,12,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T09:00:00,4.4,1.7,0.5,75.49,0,0,,,,11.2,11.5,127,1013.9,77.9,18.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T10:00:00,5.5,2.6,0.7,71.31,0,0,,,,24.9,14.1,135,1013.9,90,12.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T11:00:00,6.3,3.9,0.8,67.62,0,0,,,,28.6,11.5,128,1013.9,90,12.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T12:00:00,7.3,4.6,0.8,63.52,0,0,,,,28.6,14.8,127,1013.5,97.4,12.2,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T13:00:00,8.3,5.9,1.1,60.42,0,0,,,,25.9,14.9,136,1012.9,97.8,13.3,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T14:00:00,10.2,10.2,1.7,55.44,0,0,,,,29.2,15.7,127,1011.9,90,17.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T15:00:00,11.9,11.9,2.6,52.98,0,0,,,,38.1,10.9,140,1011.4,90,17.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T16:00:00,12.6,12.6,3.3,53.18,0,0,,,,22.3,12,116,1010.5,90,17.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T17:00:00,12.5,12.5,5,60,0,0,,,,21.7,8.7,114,1010.4,90,17.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T18:00:00,11.3,11.3,4.9,64.7,0,0,,,,14.8,2,58,1010.2,90,24.8,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T19:00:00,10.5,10.5,4.9,68.29,0,0,,,,14.9,8.5,63,1010.2,60.6,20.7,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T20:00:00,10.3,10.3,4.5,67.33,0,0,,,,14.8,8.4,58,1009.5,49.9,21.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T21:00:00,9.9,8.8,4,66.73,0,0,,,,18.4,9,52,1009.5,40.4,22.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T22:00:00,9.6,8.3,2.4,60.92,0,0,,,,19.6,9.4,87,1008.1,23.8,24.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-16T23:00:00,9.3,7.5,1.5,58.22,0,0,,,,14.8,12.1,95,1008.1,27,24.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T00:00:00,9.6,7.7,0.9,54.79,0,0,,,,18.4,12.5,95,1007.7,46.7,24.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T01:00:00,9.3,7.4,0.7,55.02,0,0,,,,22.6,12.3,101,1007.1,57.5,24.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T02:00:00,9.2,7.4,0.7,55.12,0,0,,,,14.8,11.9,111,1007.1,61.1,40.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T03:00:00,8.8,7,0.5,55.89,0,0,,,,11.2,11.3,112,1006.6,54.8,39.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T04:00:00,8.3,6.5,0.2,56.64,0,0,,,,21.1,10.7,124,1007.1,37.3,25.4,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T05:00:00,7.7,6.4,0.4,60.13,0,0,,,,7.6,7.7,131,1006.7,44.5,24.5,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T06:00:00,7.1,4.7,0.5,63.19,0,0,,,,21,12.4,143,1007.1,68.4,12.9,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T07:00:00,6.5,4.4,0.5,65.5,0,0,,,,19.8,10,135,1007.1,81.3,11.6,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T08:00:00,6.7,4.5,0.2,63.35,0,0,,,,17.7,10.6,148,1008.1,89.6,16.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T09:00:00,7.3,5.1,-0.3,58.45,0,0,,,,25,11.7,178,1009.1,86.5,16.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T10:00:00,8.1,6.5,0,56.84,0,0,,,,26,9.1,176,1010.2,51,17.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T11:00:00,11.6,11.6,1.3,48.98,0,0,,,,22.6,11.7,189,1010.4,43.7,17.2,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T12:00:00,13.5,13.5,1.9,45.37,0,0,,,,25.6,11.4,172,1010.8,80.1,17.3,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T13:00:00,14.7,14.7,2.5,43.72,0,0,,,,20.1,6,146,1010.8,79.1,17.5,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T14:00:00,17.4,17.4,4.1,41.23,0,0,,,,25.6,9.6,193,1010.8,59.6,17.3,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T15:00:00,17.3,17.3,4.5,42.71,0,0,,,,22.3,8.2,242,1010.8,89.3,18.4,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T16:00:00,16.8,16.8,4.2,43.27,0,0,,,,18.7,11.7,192,1011.6,90,17.3,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T17:00:00,15.3,15.3,5.3,51.41,0,0,,,,26.4,10.6,217,1011.9,97.4,17.3,,,,,Overcast,cloudy,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T18:00:00,14,14,5.3,55.55,0,0,,,,14.8,8.2,231,1012.3,90,22.6,,,,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T19:00:00,13.1,13.1,5.1,58.34,0,0,,,,14.6,7.4,239,1012.9,52.4,29.2,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07147099999,07150099999"
paris,2007-02-17T20:00:00,12.1,12.1,5,61.89,0,0,,,,11.2,0.3,240,1012.9,35.5,33.3,,,,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07150099999"
